benchmark_id,minisat,cryptominisat,glucose,minisat_noelim,lingeling,clasp,picosat,precosat,kcnfs,march_rw,mxc,riss,sat4j,glueminisat,qutersat,contrasat,MPhaseSAT64,cirminisat,rsat
3390,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3391,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3392,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3393,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3394,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3395,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3396,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3397,T,T,T,T,F,T,T,T,F,F,T,T,T,T,T,T,T,F,F
3398,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3399,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
3400,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3401,T,T,T,T,F,T,T,T,T,F,T,T,T,T,T,T,T,T,F
3402,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3403,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3404,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3405,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3406,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3407,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3408,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3409,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3410,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3411,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T,T,F,T,F
3412,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3413,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3414,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3415,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3416,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3417,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3418,F,T,T,F,F,T,T,T,F,T,F,T,T,T,T,F,T,T,F
3419,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3420,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3421,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3422,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3423,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
3424,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3425,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3426,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3427,F,T,T,F,F,T,T,T,F,F,F,T,T,T,T,F,T,F,F
3428,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3429,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3430,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3431,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3432,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3433,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3434,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3435,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3436,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3437,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3438,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3439,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3440,F,T,T,F,F,T,T,T,F,T,T,T,T,T,T,T,T,T,F
3441,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3442,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3443,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3444,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3445,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3446,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3447,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3448,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3449,F,T,T,F,F,T,T,T,F,F,F,T,F,T,T,F,F,T,F
3450,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3451,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3452,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3453,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3454,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3455,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3456,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3457,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3458,F,T,T,F,F,T,T,T,F,T,F,T,T,T,T,T,F,T,F
3459,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3460,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3461,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3462,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3463,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
3464,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
3465,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3466,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3467,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3468,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3469,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3470,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3471,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3472,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3473,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3474,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3475,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3476,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3477,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3478,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3479,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3480,F,T,T,F,F,T,T,T,F,T,F,T,T,T,T,F,F,T,F
3481,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3482,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3483,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3484,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3485,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3486,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3487,T,T,F,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3488,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
3489,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3490,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3491,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3492,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3493,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3494,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3495,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3496,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3497,T,T,F,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3498,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3499,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
3500,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3501,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3502,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3503,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3504,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3505,T,T,T,T,F,T,T,T,F,T,T,T,T,T,T,T,T,T,F
3506,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3507,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3508,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3509,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3510,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3511,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3512,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3513,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3514,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3515,T,T,T,T,F,T,T,T,T,T,T,T,F,T,T,T,F,T,F
3516,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3517,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3518,F,T,T,F,F,T,T,T,T,T,T,T,F,T,T,T,T,T,F
3519,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T,T,T,T,F
3520,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3521,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3522,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3523,T,T,F,T,T,F,T,T,T,F,T,F,T,T,F,T,T,T,T
3524,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3525,T,T,T,T,F,T,T,T,F,F,T,F,T,T,T,T,T,T,T
3526,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3527,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3528,F,F,T,F,F,T,F,T,F,F,F,F,F,T,T,F,T,T,F
3529,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3530,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3531,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3532,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3533,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F
3534,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3535,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3536,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F
3537,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3538,F,T,T,F,F,T,F,T,F,F,T,F,F,F,T,T,F,T,F
3539,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3540,T,T,F,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3541,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3542,F,T,T,F,F,T,F,T,F,F,F,F,F,F,T,F,F,F,F
3543,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3544,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3545,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3546,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3547,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,F
3548,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,T,F
3549,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3550,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F
3551,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3552,T,T,T,T,F,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3553,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3554,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3555,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3556,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3557,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3558,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3559,T,T,T,T,F,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3560,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3561,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3562,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3563,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3564,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3565,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3566,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3567,T,T,T,T,F,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3568,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3569,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3570,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3571,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3572,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3573,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3574,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3575,F,F,F,F,F,T,F,F,F,F,F,T,F,F,T,F,F,F,F
3576,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3577,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3578,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3579,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3580,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3581,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3582,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3583,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3584,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3585,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3586,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3587,T,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T
3588,T,T,T,T,F,T,T,T,F,F,T,T,T,T,T,T,T,T,F
3589,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3590,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3591,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3592,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3593,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3594,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F
3595,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3596,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3597,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3598,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3599,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3600,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
3601,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3602,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3603,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3604,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3605,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3606,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3607,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3608,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3609,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,F
3610,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3611,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3612,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3613,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3614,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3615,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,F,T,T,T
3616,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3617,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3618,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
3619,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3620,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3621,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3622,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3623,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,F,T,T,T
3624,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3625,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3626,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,F
3627,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,F
3628,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3629,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,F
3630,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3631,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3632,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3889,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3890,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3891,T,T,T,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T
3892,T,T,T,T,T,T,T,F,F,T,T,F,T,T,T,T,T,T,T
3893,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3894,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3895,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
3896,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3897,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3898,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3899,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3900,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
3901,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
3902,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3903,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
3904,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
4216,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
4217,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
4218,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
4219,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
4220,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
4221,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
4222,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
4223,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
4224,F,T,T,F,F,T,F,F,F,F,T,F,F,T,F,T,F,F,F
4225,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
4226,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
4227,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
4228,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
4229,T,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T
4230,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
4231,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
4232,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
4233,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
4234,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
4235,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
4236,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
4237,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
4238,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
4239,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
4240,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
4241,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,F
4242,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
4243,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
4244,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
4245,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
4246,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
4247,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
4248,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
4249,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
4250,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
4251,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
4252,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
4253,T,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T
4254,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
4255,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
4256,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
4257,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
4258,T,T,T,T,T,T,T,T,F,F,T,F,T,T,T,T,T,T,T
4259,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
4260,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
4261,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
4262,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
4263,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
4264,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
4265,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
4266,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
4267,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
4268,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
4269,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
4270,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
4271,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
4272,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
4273,T,T,T,T,T,T,T,T,F,F,T,F,T,T,T,T,T,T,T
4274,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
4275,T,T,T,T,T,T,T,T,F,F,T,F,T,T,T,T,T,T,T
4276,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
4277,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
4278,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
4279,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
4280,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
4281,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
4282,T,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T
4283,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
4284,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
4285,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
4286,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
4287,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
4288,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
4512,T,T,T,T,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T
4513,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
4514,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
4515,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
4516,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
4517,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T
