benchmark_id,minisat,cryptominisat,glucose,minisat_noelim,lingeling,clasp,picosat,precosat,kcnfs,march_rw,mxc,riss,sat4j,glueminisat,qutersat,contrasat,MPhaseSAT64,cirminisat,rsat
4247,0.305118,0.328226,0.304578,0.306124,0.300003,0.185378,0.150763,0.203857,3600.0,3600.0,0.13732,0.436585,0.605665,0.151668,0.290548,0.334334,0.531771,0.187369,0.237058
4248,0.68598,0.581008,0.659176,0.763174,1.203885,0.284832,0.332988,0.70356,3600.0,3600.0,0.437417,0.937586,1.304838,0.403593,0.610543,0.839847,0.935247,0.483559,0.579198
4249,0.305451,0.473688,0.304501,0.358011,1.153891,0.336123,0.148985,0.606045,3600.0,1.283223,0.351098,1.056846,0.534746,0.303729,0.692047,0.483086,1.286324,0.304046,0.492538
4250,2.031308,3.023785,1.254547,2.354886,10.462905,4.695872,1.839902,5.656301,3600.0,3600.0,3.710213,13.246435,4.094972,2.559942,5.404362,3.802427,4.587401,3.149067,8.319513
4251,0.257892,0.30401,0.273897,0.305742,0.487739,0.151222,0.068423,0.255805,3600.0,0.231063,0.135398,0.336658,0.354339,0.152145,0.391732,0.383807,0.538609,0.184715,0.239831
4252,0.368593,1.005096,0.353578,0.550336,3.795222,1.23691,0.198219,0.941161,3600.0,3600.0,0.957789,4.465336,0.834146,0.854687,1.797367,1.138615,1.6883,0.741385,1.494794
4253,0.283529,0.446976,0.275972,0.315333,0.851508,0.334666,0.100492,0.58966,14.107392,3600.0,0.30162,0.990372,0.536063,0.203347,0.595501,0.4847,0.883141,0.257203,0.436072
4254,0.259265,0.255871,0.245738,0.271448,0.152911,0.100029,0.066801,0.156429,2.135711,0.198454,0.085463,0.189849,0.383982,0.102974,0.247094,0.337695,0.381036,0.103961,0.153136
4255,0.319638,0.498175,0.315044,0.38641,1.28664,0.353378,0.147891,0.653939,1.854175,0.580373,0.352194,1.402484,0.553595,0.304946,0.655087,0.534544,1.182586,0.434532,0.452938
4256,0.247817,0.242118,0.244116,0.260774,0.099998,0.10054,0.034828,0.104804,0.10252,0.069681,0.053833,0.085504,0.301974,0.070875,0.151844,0.285934,0.331284,0.069873,0.1036
4257,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
4258,303.580376,104.783188,373.299724,313.100448,1537.588592,14.491082,207.855384,1180.346432,3600.0,3600.0,24.329052,3600.0,2152.48947,52.760346,340.33827,45.147142,57.769069,69.25293,1655.444334
4259,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
4260,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
4261,0.321821,0.493528,0.338451,0.392531,0.885121,0.433161,0.333449,0.586425,9.652694,1.883617,0.386854,1.511142,0.735984,0.337154,0.53594,0.485174,0.832322,0.334768,0.488304
4262,0.251224,0.236885,0.241236,0.241911,0.101285,0.051322,0.085373,0.154091,0.180938,0.10059,0.054897,0.134025,0.3501,0.154751,0.23424,0.385717,0.332414,0.151043,0.237679
4263,0.307578,0.406977,0.282456,0.329619,0.903848,0.251702,0.23267,0.502559,3600.0,0.702637,0.254505,1.056188,0.483968,0.284486,0.435372,0.433122,0.935461,0.200783,0.387958
4264,0.252644,0.269734,0.290177,0.279091,0.20289,0.133196,0.099495,0.1554,0.198685,0.199429,0.088441,0.237408,0.357708,0.10171,0.208897,0.283492,0.38564,0.100998,0.19084
4265,0.264411,0.261825,0.249357,0.272064,0.151079,0.132384,0.230941,0.104104,0.251813,0.14772,0.054077,0.18364,0.353051,0.10138,0.2135,0.340055,0.286853,0.101206,0.107982
4266,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
4267,0.24546,0.240147,0.247923,0.322259,0.133887,0.131345,0.132822,0.100945,0.098901,0.10021,0.085778,0.291404,0.25852,0.133217,0.185547,0.335927,0.480153,0.101783,0.13759
4268,0.369221,0.358611,0.370728,0.364807,0.332354,0.082835,0.152154,0.23305,0.331011,3.885655,0.085534,0.284916,0.602906,0.187776,0.360186,0.335723,0.686521,0.201247,0.204511
4269,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
4270,0.271053,0.344396,0.295103,0.393542,0.435624,0.232989,0.131239,0.337861,3600.0,0.530445,0.200609,1.545886,0.400655,0.183542,0.440767,0.384885,0.683189,0.15026,0.284968
4271,0.242615,0.250944,0.246902,0.257614,0.10291,0.075844,0.051187,0.075441,0.152902,0.150511,0.052238,0.254898,0.298948,0.068532,0.192482,0.334662,0.481216,0.068694,0.152335
4272,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
4273,282.404791,1062.721288,402.459096,329.384251,3464.30795,108.906999,585.524425,1890.959803,3600.0,3600.0,396.052276,3600.0,2827.452912,1119.671448,2651.455005,378.273966,1302.654658,807.924433,2144.548044
4274,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
4275,306.334769,150.486858,226.801458,312.077137,1052.258601,20.001867,285.48024,1754.026187,3600.0,3600.0,77.646936,3600.0,2013.713238,66.117402,1901.911656,64.362233,219.558037,193.710271,1605.376885
4276,0.239755,0.23984,0.265631,0.246212,0.135124,0.070405,0.066288,0.06895,0.131132,0.067316,0.053284,0.097468,0.284889,0.103534,0.152027,0.284167,0.282624,0.101023,0.134851
4277,0.29298,0.362733,0.331368,0.303014,0.333391,0.232285,0.097979,0.288423,2.584903,1.432372,0.204157,0.740835,0.73317,0.233751,0.336843,0.381372,0.479399,0.232227,0.291697
4278,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
4279,0.479936,1.397961,0.553407,0.621943,1.036779,0.783252,0.531085,1.036956,217.2687,273.617273,0.939528,4.128668,1.585675,0.586109,1.145053,1.084684,0.986692,0.682819,0.943784
4280,0.336458,0.463633,0.393974,0.371264,0.507318,0.28417,0.333723,0.357384,6.788714,22.865692,0.184027,0.787944,0.940301,0.20342,0.486623,0.565382,0.479807,0.251975,0.340887
4281,0.25619,0.284164,0.283351,0.284835,0.186598,0.1335,0.107299,0.182549,0.200346,0.381695,0.083195,0.235519,0.503098,0.10608,0.155127,0.332488,0.280348,0.135669,0.189235
4282,1.327134,2.219186,1.160027,1.54247,3.69262,1.002373,1.253116,1.892909,1461.371163,3600.0,0.835935,8.711431,3.739177,0.888264,4.055747,1.084655,1.935007,0.936682,1.463101
4283,0.249038,0.255085,0.248759,0.239475,0.070934,0.05163,0.057336,0.103907,0.099677,0.130805,0.03556,0.087538,0.23668,0.072024,0.156286,0.331385,0.280325,0.069795,0.110832
4284,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
4285,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
4286,1.337351,1.178382,0.66253,1.432937,1.136481,0.602522,0.833351,0.941344,7.545657,755.42999,0.387849,2.433093,2.593108,0.505202,1.711169,0.884107,0.783156,0.834523,0.635117
4287,0.247819,0.242444,0.248895,0.256541,0.08633,0.051499,0.232086,0.104458,0.183083,0.180199,0.088636,0.085398,0.402727,0.133306,0.154675,0.231841,0.281841,0.100863,0.190866
4288,0.272293,0.283987,0.255388,0.266574,0.202962,0.149178,0.101308,0.154667,0.55137,0.331902,0.101698,0.306143,0.400635,0.135517,0.256052,0.332272,0.33178,0.098929,0.201872
4512,0.85065,0.928759,0.60409,1.002709,0.551645,0.633964,0.732656,0.689549,3600.0,3600.0,0.533529,1.087477,1.903795,0.604254,0.803419,0.884775,1.15053,0.937837,0.561029
4513,1.446018,1.020137,0.776471,0.574137,0.806465,1.033301,0.353796,0.852888,3600.0,272.387132,0.751537,2.403337,0.854372,0.251758,1.253394,0.59083,1.634238,0.602,0.305838
4514,0.302345,0.523771,0.439905,0.385494,0.404175,0.230977,0.285044,0.607452,3600.0,35.143165,0.235251,0.532811,0.905321,0.30436,0.501641,0.534542,0.532986,0.155775,0.4585
4515,0.617848,0.98867,0.587762,0.925002,1.634636,1.032625,0.853101,1.410384,2680.126991,3.153166,0.700207,2.756664,1.460849,0.502951,0.656871,0.934834,1.084819,1.105645,0.387299
4516,0.501637,0.857247,1.349415,0.786875,1.257141,0.398762,1.235346,0.552208,3600.0,8.417469,0.702236,0.49909,1.654103,0.406518,0.702727,0.936008,0.482606,0.507071,0.656472
4517,0.370834,0.39227,0.364203,0.358596,0.304139,0.182538,0.287682,0.253469,3600.0,150.753783,0.200345,0.49675,0.887668,0.202915,0.30253,0.435066,0.482371,0.252372,0.203542
4518,0.749469,0.919231,0.726731,0.792117,0.706553,0.732864,0.903484,0.887746,3600.0,38.99237,0.703986,1.683875,2.106415,0.613162,0.649777,0.833195,0.882713,0.652558,0.791195
4519,0.762003,2.148533,0.699189,0.816375,0.40476,1.434901,0.550415,1.05819,3600.0,469.418111,1.00007,5.497218,2.005646,0.60271,0.653844,0.934266,1.083399,0.554253,1.816088
4520,0.512378,0.391626,0.407238,0.470282,0.354052,0.333358,0.199616,0.453807,3600.0,1.500223,0.552734,0.348427,1.755388,0.503847,0.452596,0.434707,0.881989,0.250029,0.353334
4521,0.851561,1.052466,3.890252,0.945859,0.953013,1.333524,1.35272,0.703041,3600.0,74.729369,1.001251,1.115835,2.81055,0.55384,1.003845,1.085808,0.934315,0.559321,1.308605
4522,0.558939,0.519396,0.577949,0.427412,0.453375,0.353706,0.351981,0.435871,3600.0,3600.0,0.384611,1.104907,1.353729,0.506622,0.401662,0.587123,0.683777,0.506158,0.605836
4523,0.73185,0.712035,0.911147,0.463757,0.453211,0.431347,0.485401,0.25584,3600.0,40.031148,0.401221,0.298064,1.304118,0.357283,0.752121,0.385048,0.783567,0.208367,0.305594
4524,0.313989,0.277332,0.310855,0.321068,0.152127,0.098707,0.18454,0.23556,3600.0,3600.0,0.134683,0.32959,0.551252,0.155885,0.201246,0.332683,0.382654,0.152775,0.203587
4525,1.873511,3.679278,1.268871,0.412648,2.81025,1.752872,1.936227,2.159436,3600.0,57.579447,1.253125,0.750985,2.254803,2.207859,1.305998,4.140227,2.485522,0.655915,0.706216
4526,1.104049,1.389056,1.250561,1.170227,1.405325,2.036759,1.75324,1.706766,3600.0,2764.200916,1.75384,2.48786,4.01333,1.053831,1.253193,1.686701,1.434336,1.606446,1.605779
4567,0.292751,0.24959,0.260469,0.286851,0.183845,0.132833,0.100598,0.204105,0.283345,0.229754,0.153524,3.01706,0.405248,0.152358,0.20077,0.33572,0.533003,0.155417,0.151142
4569,0.294709,0.248186,0.271757,0.273362,0.103666,0.134991,0.085454,0.310081,0.133094,0.137776,0.135364,0.692525,0.403769,0.154227,0.283253,0.336589,0.532116,0.150575,0.153975
4571,3600.0,85.069302,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1050.566895,3600.0,3600.0,3600.0,3600.0
4573,3600.0,6.255832,449.234424,3600.0,538.751795,84.765123,1159.409701,1752.813941,3600.0,3600.0,183.16282,3600.0,3468.106616,1092.060496,17.581658,2779.44438,378.266085,3600.0,2081.051365
4574,2.467977,2.108225,1.109808,2.630413,23.756029,3.188238,1.988053,10.432773,3600.0,3600.0,8.469585,13.52867,4.546271,3.248453,5.372124,3.188867,6.202149,3.150243,6.325916
4607,0.399527,0.389157,0.444869,0.354465,0.201555,0.183223,0.284266,0.157759,3600.0,23.971495,0.184016,0.711019,0.651155,0.255031,0.337906,0.485703,0.531196,0.202378,0.204992
4608,0.371403,0.27282,0.39121,0.409491,0.251527,0.181116,0.136786,0.282981,3600.0,30.67874,0.184227,0.387069,0.98695,0.254644,0.203055,0.486302,0.351559,0.203946,0.155338
4609,0.358145,0.294306,0.40748,0.472645,0.200453,0.130761,0.149676,0.154709,3600.0,25.335646,0.234875,0.383821,0.855985,0.251875,0.201075,0.434364,0.433257,0.210748,0.19627
4610,0.374273,0.303961,0.427258,0.503329,0.185917,0.182409,0.151146,0.207144,3600.0,25.069944,0.18338,0.334535,0.801794,0.204467,0.284888,0.437617,0.398963,0.203339,0.208625
4611,0.387164,0.305649,0.39189,0.484331,0.201252,0.181557,0.150353,0.206813,3600.0,24.865117,0.233343,0.336123,0.701948,0.203648,0.202399,0.486577,0.484756,0.200986,0.190122
4612,0.36826,0.275975,0.387368,0.431389,0.185416,0.132762,0.136873,0.204221,3600.0,26.927572,0.183301,0.436521,0.835424,0.254461,0.254639,0.385411,0.53146,0.283177,0.154449
4613,0.348068,0.351912,0.414045,0.464688,0.199356,0.230467,0.200691,0.205644,3600.0,22.613016,0.233226,0.38764,0.78735,0.334043,0.206683,0.432875,0.532842,0.283995,0.202224
4614,0.369965,0.274869,0.374716,0.38734,0.250856,0.149133,0.301838,0.205241,3600.0,25.14227,0.238716,0.386179,0.707139,0.253487,0.25656,0.435728,0.483126,0.202073,0.206021
4615,0.390137,0.295157,0.391138,0.487002,0.201767,0.102119,0.258475,0.203009,3600.0,24.877631,0.185145,0.385232,0.80427,0.205302,0.20319,0.434451,0.532502,0.204062,0.285923
4616,0.361853,0.27488,0.372826,0.461022,0.202054,0.131849,0.283252,0.208042,3600.0,24.874233,0.183822,0.38451,1.05157,0.251714,0.253878,0.433153,0.482121,0.201084,0.286108
4868,0.243837,0.243088,0.245713,0.24597,0.051251,0.099296,0.06972,0.074033,0.084717,0.05711,0.051431,0.08721,0.285427,0.071509,0.153191,0.236861,0.283015,0.052416,0.104917
4869,0.244156,0.24203,0.253762,0.247045,0.054209,0.050769,0.10147,0.073604,0.057612,0.051183,0.083229,0.449142,0.283665,0.070868,0.154736,0.283392,0.231293,0.101578,0.157833
4870,0.24256,0.239835,0.247635,0.246431,0.06733,0.068295,0.184404,0.075888,0.231058,0.182724,0.05233,0.443983,0.352249,0.076872,0.155587,0.234429,0.231047,0.052597,0.108399
4871,0.243898,0.245564,0.280714,0.243599,0.068481,0.052691,0.103365,0.072221,0.0825,0.083372,0.069475,0.134114,0.335113,0.072636,0.152904,0.237275,0.280813,0.051757,0.111704
4872,0.245315,0.24492,0.26793,0.245862,0.05411,0.069122,0.071003,0.073169,0.084198,0.097642,0.052366,0.085849,0.286445,0.07322,0.152283,0.338784,0.284149,0.052296,0.136395
4873,0.246145,0.242901,0.250312,0.246644,0.102824,0.100953,0.151834,0.073665,899.181166,11.249576,0.05351,0.445358,0.403116,0.070479,0.151635,0.233029,0.231882,0.053817,0.102703
4874,0.243634,0.246282,0.250311,0.246043,0.052029,0.054766,0.099951,0.075043,0.086805,0.099225,0.067563,0.084747,0.337217,0.073166,0.155143,0.282518,0.281924,0.050999,0.106539
4875,0.243961,0.242102,0.249256,0.246638,0.056809,0.052611,0.086519,0.070644,0.200178,0.132151,0.052688,4.510724,0.2997,0.069305,0.142816,0.239042,0.280796,0.085993,0.1055
4876,0.244047,0.243184,0.267541,0.248558,0.052897,0.099268,0.057375,0.053077,0.131373,0.051243,0.088658,0.561722,0.295817,0.073178,0.153963,0.282347,0.280731,0.052499,0.106859
4877,0.248253,0.243484,0.252953,0.248311,0.05638,0.069269,0.235039,0.071635,0.083931,0.049414,0.05216,0.535659,0.28515,0.07229,0.159248,0.234144,0.231742,0.069388,0.102773
4878,0.244674,0.240647,0.251445,0.245415,0.053289,0.053836,0.069105,0.069971,3380.173982,6.390791,0.068069,0.084631,0.285332,0.075941,0.154688,0.233419,0.23134,0.051753,0.103238
4879,0.250192,0.242458,0.268434,0.244372,0.070173,0.099341,0.053715,0.07162,6.639984,0.082388,0.068089,0.083314,0.284065,0.072817,0.155157,0.232308,0.230523,0.052806,0.102934
4880,0.24373,0.239921,0.248545,0.247699,0.052512,0.052023,0.106348,0.075387,0.083098,0.083401,0.052409,0.083181,0.302395,0.074007,0.13705,0.282813,0.235596,0.068162,0.105319
4881,0.245734,0.24166,0.253485,0.24431,0.068708,0.050269,0.06959,0.073357,72.131278,0.180193,0.055665,0.416109,0.300339,0.074221,0.153598,0.333854,0.23161,0.070313,0.106216
4882,0.246402,0.244186,0.262948,0.249318,0.053981,0.099588,0.053414,0.072547,0.083524,0.050624,0.084297,0.198055,0.287191,0.069885,0.138677,0.283662,0.280779,0.050943,0.104491
5483,0.325308,0.286087,0.318163,0.352441,0.150426,0.231207,0.185097,0.203835,1.501174,0.282673,0.185375,1.375922,1.087039,0.15328,0.258251,0.482789,0.382074,0.207823,0.149112
5484,0.307462,0.35676,0.296484,0.361382,0.200512,0.098679,0.203882,0.204748,2119.910106,0.302023,0.250678,0.284514,0.801315,0.153161,0.205074,0.434346,0.431576,0.150673,0.204228
5485,0.328466,0.304471,0.326582,0.309341,0.252688,0.282298,0.20389,0.306383,3600.0,0.283041,0.201951,1.197093,0.652634,0.254435,0.260024,0.38495,0.382134,0.155864,0.205521
5486,0.303558,0.288706,0.308583,0.298721,0.200903,0.180883,0.154041,0.156709,217.183819,0.282765,0.148673,0.399578,0.701087,0.152535,0.204964,0.333798,0.331684,0.139101,0.153831
5487,0.346883,0.325864,0.373074,0.42331,0.201446,0.149518,0.200482,0.203015,154.925593,0.29911,0.200889,0.2819,0.754124,0.15461,0.254344,0.385335,0.435572,0.136964,0.210785
5488,0.327823,0.305413,0.369069,0.387655,0.30373,0.131968,0.201913,0.305742,64.797873,0.804706,0.152917,4.605263,0.801284,0.250331,0.260131,0.385285,0.432439,0.132949,0.20398
5489,0.373955,0.386284,0.366368,0.374887,0.304488,0.201735,0.252041,0.306216,18.674244,0.383891,0.251409,0.398948,0.654004,0.152807,0.30319,0.43339,0.381929,0.283497,0.253129
5490,0.314992,0.509637,0.433737,0.477234,0.351836,0.283714,0.453957,0.256447,13.003235,0.885348,0.202179,0.422027,1.287941,0.25333,0.354626,0.534255,0.881815,0.200153,0.309374
5491,0.349764,0.292108,0.339495,0.350955,0.235793,0.150917,0.303098,0.215334,366.476687,0.285046,0.200453,0.546297,0.901292,0.151879,0.253421,0.433328,0.3822,0.152161,0.203326
5492,0.341588,0.300843,0.343082,0.341968,0.30017,0.183368,0.402548,0.207807,0.68393,0.533164,0.199522,6.466992,0.701622,0.153698,0.203795,0.385276,0.331468,0.151176,0.256616
5938,8.794023,5.353358,9.951098,2.441765,10.47794,23.390334,7.06913,16.492059,3600.0,3600.0,26.956074,68.808939,17.29402,12.078568,8.684928,7.705076,11.799738,23.694402,12.296076
5939,15.043582,8.117863,11.989705,5.435912,5.210558,55.99483,6.097685,6.556954,3600.0,3600.0,42.486599,29.047791,19.858611,10.923806,11.710379,12.167197,13.149136,13.71554,24.776645
5940,14.010415,79.662627,4.735114,13.032084,8.37128,14.783564,21.220033,22.965955,3600.0,405.160279,10.124255,83.468797,54.822797,8.980287,27.842245,4.69794,29.774831,21.449142,128.528915
5941,21.762329,29.039362,12.035201,2.434171,23.95895,37.116347,9.28959,22.952928,3600.0,3600.0,13.327678,22.63518,27.801943,19.20544,31.936398,2.740995,21.125456,0.805122,13.838875
5942,1.414972,4.470939,1.676672,1.639628,1.102905,4.087577,1.907493,3.466672,3600.0,3600.0,4.910902,5.068126,7.576701,4.112656,3.116208,5.090863,2.551881,1.752519,7.680371
5943,0.450538,0.330028,0.355192,0.422426,0.331514,0.332945,0.285272,0.255811,3600.0,3600.0,0.250512,0.56043,0.835979,0.335452,0.538129,0.484907,0.432132,0.332456,0.438014
5944,0.403113,0.302178,0.310719,0.42565,0.200478,0.182619,0.202801,0.387843,3600.0,0.331257,0.236073,0.764083,0.735448,0.20211,0.354858,0.433962,0.382009,0.251029,0.303448
5945,0.492308,0.383372,0.403968,0.432022,0.304287,0.68521,0.284955,0.252465,3600.0,3600.0,0.305378,0.648595,0.853698,0.254995,0.405401,0.485577,0.434296,0.250218,0.355907
5946,12.473263,30.189385,27.003028,6.809047,14.233283,200.137693,9.218765,5.951568,3600.0,3600.0,29.84128,13.473917,7.618082,16.706798,9.952471,31.863416,19.865758,48.258366,81.099809
5947,13.489534,6.56449,5.245548,5.714163,5.246602,25.099144,8.399347,6.277212,3600.0,3600.0,18.04105,22.656001,14.807462,9.967653,7.720086,12.368543,9.550339,9.563555,22.776634
5948,34.390676,44.273785,33.180666,3.384817,30.278458,9.373157,15.175221,10.291746,3600.0,3600.0,35.473741,92.275889,35.389327,20.657129,32.447151,5.147743,20.663661,2.606358,57.61768
5949,28.882653,17.683994,4.085413,5.397149,11.994356,13.87584,19.909607,8.080396,3600.0,3600.0,12.227827,20.136659,14.297276,5.42108,8.282126,5.850415,10.050727,10.469831,3600.0
5950,35.744284,14.46732,34.982767,29.984259,30.08403,27.901244,3.406904,8.079397,3600.0,3600.0,58.855699,33.113624,28.780211,41.828396,25.825965,12.61838,12.903978,84.354562,56.274915
5951,12.675306,138.966147,32.127118,16.390055,54.440426,221.580483,38.653497,58.725439,3600.0,3600.0,66.157843,380.923215,98.652152,89.271973,106.080312,155.200289,34.335299,39.198483,667.014988
5952,103.803517,59.947716,12.632856,34.638002,33.777107,46.787463,8.217705,49.399116,3600.0,3600.0,112.175632,123.034658,35.170187,49.058154,66.104136,61.246887,37.660775,11.23443,374.169083
5953,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
5954,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
5955,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
5956,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
5957,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
5958,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
5959,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
5960,1.375948,0.933591,1.210249,0.573502,0.750836,0.331724,1.001179,1.00543,3600.0,115.702362,1.308172,0.851609,3.709723,0.95735,0.754423,1.487614,1.653601,0.684038,1.006486
5961,1.334723,2.41468,1.041475,1.404311,0.703295,1.134869,0.855706,1.408358,3600.0,71.438014,0.650202,1.071946,2.864582,0.703921,0.758569,0.733893,1.275293,1.155159,1.165238
5962,1.265611,6.594278,5.320547,2.034388,4.059501,7.299592,2.204616,2.962599,3600.0,1356.627104,2.406998,8.066893,6.973639,5.101985,5.319567,5.747068,2.811416,2.562433,3.251205
5963,1.342768,0.798096,1.108568,1.499014,1.004829,0.834553,0.506304,1.409342,3600.0,84.223986,0.45503,1.812658,1.76094,0.906313,0.754525,1.085586,1.231899,0.910878,0.908328
5964,1.24962,0.847893,1.101728,0.853796,1.553655,1.733359,1.102296,1.914664,3600.0,893.669668,1.756823,1.771575,5.014872,2.068577,0.957279,1.489828,1.382954,0.704811,1.689747
5965,2.330513,1.41221,3.907438,1.281209,0.701035,2.33599,0.986539,3.903137,3600.0,677.551836,3.708248,4.271546,2.404723,1.4389,1.658676,3.391023,5.090218,2.514711,4.303375
5966,1.353982,1.524842,1.203735,0.568062,1.403199,0.582126,0.733335,1.587899,3600.0,10.455112,1.201997,1.498169,3.391336,0.752931,1.288245,1.885889,0.833211,0.80594,1.99374
5967,1.124193,1.266645,0.588157,0.956693,0.400056,0.583572,0.803754,0.840853,3600.0,36.991518,0.952245,1.313994,3.162533,0.841079,1.23941,1.234428,0.73403,0.954886,1.093154
5968,1.283654,1.511616,1.07812,0.908711,0.701907,1.301809,1.255601,0.808383,3600.0,2901.63988,1.551499,2.26037,2.856202,0.75505,1.55681,1.785828,1.235768,0.908549,0.70712
5969,5.215795,3.946053,5.56503,2.012961,3.410095,5.991879,6.470993,3.472973,3600.0,677.305996,8.217914,4.605257,5.765733,10.540373,1.908564,3.041221,3.286669,8.157047,1.558062
6041,0.238707,0.252822,0.247767,0.247785,0.089004,0.053684,0.03695,0.071566,0.084705,0.051167,0.040763,1.355667,0.353493,0.076021,0.101717,0.283132,0.285332,0.070337,0.087968
6042,0.240172,0.249222,0.251332,0.24442,0.086594,0.05208,0.05294,0.072364,0.051491,0.052618,0.052091,0.302236,0.336413,0.074095,0.136872,0.331235,0.283125,0.061813,3600.0
6043,0.236614,0.259958,0.254778,0.245075,0.053284,0.050372,0.055797,0.070017,0.133386,0.055265,0.037175,0.082428,0.284506,0.07603,0.101871,0.232629,0.283374,0.074175,3600.0
6044,0.233349,0.248058,0.248714,0.248821,0.086674,0.069602,0.037662,0.070353,0.087535,0.083413,0.051637,0.290416,0.283972,0.056003,0.152443,0.331295,0.285459,0.074851,0.104895
6045,0.23772,0.24646,0.251613,0.249969,0.088335,0.052051,0.035758,0.073381,0.136186,0.052801,0.052406,0.135154,0.624061,0.074613,0.155295,0.283699,0.281354,0.071387,0.103725
6046,0.23863,0.249472,0.245829,0.25139,0.087217,0.050439,0.037035,0.075048,0.050693,0.052935,0.050851,1.148147,0.437731,0.07652,0.152502,0.284322,0.28262,0.061535,0.085409
6047,0.233992,0.25182,0.244756,0.247751,0.087818,0.050957,0.038121,0.071954,0.051007,0.052956,0.052698,0.464436,0.286791,0.072729,0.151497,0.384183,0.28343,0.072298,0.08547
6048,0.237934,0.262936,0.245767,0.248813,0.089156,0.050885,0.03545,0.06918,0.050588,0.05176,0.051302,5.034393,0.33473,0.071651,0.152637,0.287573,0.285759,0.055916,0.105192
6049,0.232627,0.25327,0.249867,0.245338,0.087858,0.052989,0.036934,0.070287,0.18363,0.091282,0.051289,0.082134,0.483343,0.102697,0.151976,0.286139,0.28538,0.107079,0.103321
6050,0.238091,0.254977,0.245938,0.247111,0.087122,0.054209,0.05773,0.069302,0.133447,0.056845,0.036884,0.196911,0.449811,0.075298,0.155459,0.283855,0.285567,0.073771,0.103025
6051,0.232745,0.255343,0.251446,0.244515,0.101234,0.037258,0.038096,0.067821,0.082341,0.051465,0.034796,0.386241,0.443031,0.062256,0.151516,0.283701,0.332798,0.074979,0.106662
6052,0.240494,0.251033,0.255293,0.265894,0.054582,0.053641,0.0523,0.072842,0.083833,0.054613,0.050551,1.923332,0.64023,0.074106,0.103747,0.282449,0.282783,0.073563,0.103925
